cve_id,mod_date,pub_date,cvss,cwe_code,cwe_name,summary,access_authentication,access_complexity,access_vector,impact_availability,impact_confidentiality,impact_integrity
CVE-2003-1416,29/07/2017 01:29,31/12/2003 05:00,4.3,20, Improper Input Validation,BisonFTP Server 4 release 2 allows remote attackers to cause a denial of service (CPU consumption) via a long (1) ls or (2) cwd command.,NONE,MEDIUM,NETWORK,PARTIAL,NONE,NONE
CVE-2003-1417,29/07/2017 01:29,31/12/2003 05:00,4.4,255, Credentials Management,"nCipher Support Software 6.00, when using generatekey KeySafe to import keys, does not delete the temporary copies of the key, which may allow local users to gain access to the key by reading the (1) key.pem or (2) key.der files.",NONE,MEDIUM,LOCAL,PARTIAL,PARTIAL,PARTIAL
CVE-2003-1419,29/07/2017 01:29,31/12/2003 05:00,4.3,20, Improper Input Validation,Netscape 7.0 allows remote attackers to cause a denial of service (crash) via a web page with an invalid regular expression argument to the JavaScript reformatDate function.,NONE,MEDIUM,NETWORK,PARTIAL,NONE,NONE
CVE-2003-1420,29/07/2017 01:29,31/12/2003 05:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Cross-site scripting (XSS) vulnerability in Opera 6.0 through 7.0 with automatic redirection disabled allows remote attackers to inject arbitrary web script or HTML via the HTTP Location header.,NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2003-1421,29/07/2017 01:29,31/12/2003 05:00,4.3,399, Resource Management Errors,Unspecified vulnerability in mod_mysql_logger shared object in SuckBot 0.006 allows remote attackers to cause a denial of service (seg fault) via unknown attack vectors.,NONE,MEDIUM,NETWORK,PARTIAL,NONE,NONE
CVE-2003-1423,29/07/2017 01:29,31/12/2003 05:00,5,264, Permissions Privileges and Access Controls,"Petitforum stores the liste.txt data file under the web document root with insufficient access control, which allows remote attackers to obtain sensitive information such as e-mail addresses and encrypted passwords.",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2003-1424,29/07/2017 01:29,31/12/2003 05:00,6.8,255, Credentials Management,"message.php in Petitforum does not properly authenticate users, which allows remote attackers to impersonate forum users via a modified connect cookie.",NONE,MEDIUM,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2003-1425,29/07/2017 01:29,31/12/2003 05:00,10,20, Improper Input Validation,guestbook.cgi in cPanel 5.0 allows remote attackers to execute arbitrary commands via the template parameter.,NONE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2003-1426,29/07/2017 01:29,31/12/2003 05:00,3.3,16, Configuration,"Openwebmail in cPanel 5.0, when run using suid Perl, adds the directory in the SCRIPT_FILENAME environment variable to Perl's @INC include array, which allows local users to execute arbitrary code by modifying SCRIPT_FILENAME to reference a directory containing a malicious openwebmail-shared.pl executable.",NONE,MEDIUM,LOCAL,NONE,PARTIAL,PARTIAL
CVE-2003-1427,29/07/2017 01:29,31/12/2003 05:00,6.4,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"Directory traversal vulnerability in the web configuration interface in Netgear FM114P 1.4 allows remote attackers to read arbitrary files, such as the netgear.cfg configuration file, via a hex-encoded (%2e%2e%2f) ../ (dot dot slash) in the port parameter.",NONE,LOW,NETWORK,PARTIAL,PARTIAL,NONE
CVE-2003-1429,29/07/2017 01:29,31/12/2003 05:00,7.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,Buffer overflow in Proxomitron Naoko 4.4 allows remote attackers to execute arbitrary code via a long request.,NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2003-1430,29/07/2017 01:29,31/12/2003 05:00,5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"Directory traversal vulnerability in Unreal Tournament Server 436 and earlier allows remote attackers to access known files via a "".."" (dot dot) in an unreal:// URL.",NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2003-1431,29/07/2017 01:29,31/12/2003 05:00,7.1,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,Buffer overflow in Epic Games Unreal Engine 226f through 436 allows remote attackers to cause a denial of service (crash) via a long host string in the Unreal URL.,NONE,MEDIUM,NETWORK,COMPLETE,NONE,NONE
CVE-2003-1432,29/07/2017 01:29,31/12/2003 05:00,10,94, Improper Control of Generation of Code ('Code Injection'),"Epic Games Unreal Engine 226f through 436 allows remote attackers to cause a denial of service (CPU consumption or crash) and possibly execute arbitrary code via (1) a packet with a negative size value, which is treated as a large positive number during memory allocation, or (2) a negative size value in a package file.",NONE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2003-1433,29/07/2017 01:29,31/12/2003 05:00,4.3,287, Improper Authentication,"Epic Games Unreal Engine 226f through 436 does not validate the challenge key, which allows remote attackers to exhaust the player limit by joining the game multiple times.",NONE,MEDIUM,NETWORK,PARTIAL,NONE,NONE
CVE-2003-1434,29/07/2017 01:29,31/12/2003 05:00,6.8,287, Improper Authentication,"login_ldap 3.1 and 3.2 allows remote attackers to initiate unauthenticated bind requests if (1) bind_anon_dn is on, which allows a bind with no password provided, (2) bind_anon_cred is on, which allows a bind with no DN, or (3) bind_anon is on, which allows a bind with no DN or password.",NONE,MEDIUM,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2003-1435,29/07/2017 01:29,31/12/2003 05:00,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),SQL injection vulnerability in PHP-Nuke 5.6 and 6.0 allows remote attackers to execute arbitrary SQL commands via the days parameter to the search module.,NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2003-1436,29/07/2017 01:29,31/12/2003 05:00,6.8,94, Improper Control of Generation of Code ('Code Injection'),PHP remote file inclusion vulnerability in nukebrowser.php in Nukebrowser 2.1 to 2.5 allows remote attackers to execute arbitrary PHP code via the filhead parameter.,NONE,MEDIUM,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2003-1438,29/07/2017 01:29,31/12/2003 05:00,4.3,362, Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),"Race condition in BEA WebLogic Server and Express 5.1 through 7.0.0.1, when using in-memory session replication or replicated stateful session beans, causes the same buffer to be provided to two users, which could allow one user to see session data that was intended for another user.",NONE,MEDIUM,NETWORK,NONE,PARTIAL,NONE
CVE-2003-1440,29/07/2017 01:29,31/12/2003 05:00,4.3,20, Improper Input Validation,"SpamProbe 0.8a allows remote attackers to cause a denial of service (crash) via HTML e-mail with newline characters within an href tag, which is not properly handled by certain regular expressions.",NONE,MEDIUM,NETWORK,PARTIAL,NONE,NONE
CVE-2003-1441,29/07/2017 01:29,31/12/2003 05:00,4.3,20, Improper Input Validation,"Posadis 0.50.4 through 0.50.8 allows remote attackers to cause a denial of service (crash) via a DNS message without a question section, which triggers null dereference.",NONE,MEDIUM,NETWORK,PARTIAL,NONE,NONE
CVE-2003-1442,29/07/2017 01:29,31/12/2003 05:00,7.5,287, Improper Authentication,"The web administration page for the Ericsson HM220dp ADSL modem does not require authentication, which could allow remote attackers to gain access from the LAN side.",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2003-1443,29/07/2017 01:29,31/12/2003 05:00,4.4,20, Improper Input Validation,"Kaspersky Antivirus (KAV) 4.0.9.0 does not detect viruses in files with MS-DOS device names in their filenames, which allows local users to bypass virus protection, as demonstrated using aux.vbs and aux.com.",NONE,MEDIUM,LOCAL,PARTIAL,PARTIAL,PARTIAL
CVE-2003-1444,29/07/2017 01:29,31/12/2003 05:00,4.4,20, Improper Input Validation,Kaspersky Antivirus (KAV) 4.0.9.0 allows local users to cause a denial of service (CPU consumption or crash) and prevent malicious code from being detected via a file with a long pathname.,NONE,MEDIUM,LOCAL,PARTIAL,PARTIAL,PARTIAL
CVE-2003-1445,29/07/2017 01:29,31/12/2003 05:00,4.6,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,Stack-based buffer overflow in Far Manager 1.70beta1 and earlier allows local users to cause a denial of service (crash) and possibly execute arbitrary code via a long pathname.,NONE,LOW,LOCAL,PARTIAL,PARTIAL,PARTIAL
CVE-2003-1446,29/07/2017 01:29,31/12/2003 05:00,4.9,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,Buffer overflow in the save_into_file function in save.c for Rogue 5.2-2 allows local users to execute arbitrary code with games group privileges by setting a long HOME environment variable and invoking the save game function with a ~ (tilde).,NONE,LOW,LOCAL,NONE,NONE,COMPLETE
CVE-2003-1447,29/07/2017 01:29,31/12/2003 05:00,1.9,310, Cryptographic Issues,"IBM WebSphere Advanced Server Edition 4.0.4 uses a weak encryption algorithm (XOR and base64 encoding), which allows local users to decrypt passwords when the configuration file is exported to XML.",NONE,MEDIUM,LOCAL,NONE,PARTIAL,NONE
CVE-2003-1449,29/07/2017 01:29,31/12/2003 05:00,7.5,16, Configuration,"Aladdin Knowlege Systems eSafe Gateway 3.5.126.0 does not check the entire stream of Content Vectoring Protocol (CVP) data, which allows remote attackers to bypass virus protection.",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2003-1450,29/07/2017 01:29,31/12/2003 05:00,5,20, Improper Input Validation,BitchX 75p3 and 1.0c16 through 1.0c20cvs allows remote attackers to cause a denial of service (segmentation fault) via a malformed RPL_NAMREPLY numeric 353 message.,NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2003-1451,29/07/2017 01:29,31/12/2003 05:00,6.4,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,Buffer overflow in Symantec Norton AntiVirus 2002 allows remote attackers to execute arbitrary code via an e-mail attachment with a compressed ZIP file that contains a file with a long filename.,NONE,LOW,NETWORK,NONE,PARTIAL,PARTIAL
CVE-2003-1452,29/07/2017 01:29,31/12/2003 05:00,3.6,16, Configuration,Untrusted search path vulnerability in Qualcomm qpopper 4.0 through 4.05 allows local users to execute arbitrary code by modifying the PATH environment variable to reference a malicious smbpasswd program.,NONE,LOW,LOCAL,NONE,PARTIAL,PARTIAL
CVE-2003-1453,29/07/2017 01:29,31/12/2003 05:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Cross-site scripting (XSS) vulnerability in the MytextSanitizer function in XOOPS 1.3.5 through 1.3.9 and XOOPS 2.0 through 2.0.1 allows remote attackers to inject arbitrary web script or HTML via a javascript: URL in an IMG tag.,NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2003-1455,29/07/2017 01:29,31/12/2003 05:00,7.2,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,Multiple buffer overflows in the launch_bcrelay function in pptpctrl.c in PoPToP 1.1.4-b1 through PoPToP 1.1.4-b3 allow local users to execute arbitrary code.,NONE,LOW,LOCAL,COMPLETE,COMPLETE,COMPLETE
CVE-2003-1456,29/07/2017 01:29,31/12/2003 05:00,5,20, Improper Input Validation,"Album.pl 6.1 allows remote attackers to execute arbitrary commands, when an alternative configuration file is used, via unknown attack vectors.",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2003-1457,29/07/2017 01:29,31/12/2003 05:00,4.6,16, Configuration,"Auerswald COMsuite CTI ControlCenter 3.1 creates a default ""runasositron"" user account with an easily guessable password, which allows local users or remote attackers to gain access.",NONE,LOW,LOCAL,PARTIAL,PARTIAL,PARTIAL
CVE-2003-1458,29/07/2017 01:29,31/12/2003 05:00,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),SQL injection vulnerability in Profile.php in ttCMS 2.2 and ttForum allows remote attackers to execute arbitrary SQL commands via the member name.,NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2003-1459,29/07/2017 01:29,31/12/2003 05:00,6.8,94, Improper Control of Generation of Code ('Code Injection'),Multiple PHP remote file inclusion vulnerabilities in ttCMS 2.2 and ttForum allow remote attackers to execute arbitrary PHP code via the (1) template parameter in News.php or (2) installdir parameter in install.php.,NONE,MEDIUM,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2003-1463,29/07/2017 01:29,31/12/2003 05:00,3.5,20, Improper Input Validation,"Absolute path traversal vulnerability in Alt-N Technologies WebAdmin 2.0.0 through 2.0.2 allows remote attackers with administrator privileges to (1) determine the installation path by reading the contents of the Name parameter in a link, and (2) read arbitrary files via an absolute path in the Name parameter.",SINGLE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2003-1464,29/07/2017 01:29,31/12/2003 05:00,7.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,Buffer overflow in Siemens 45 series mobile phones allows remote attackers to cause a denial of service (disconnect and unavailable inbox) via a Short Message Service (SMS) message with a long image name.,NONE,LOW,NETWORK,COMPLETE,NONE,NONE
CVE-2003-1465,29/07/2017 01:29,31/12/2003 05:00,5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),Directory traversal vulnerability in download.php in Phorum 3.4 through 3.4.2 allows remote attackers to read arbitrary files.,NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2003-1467,29/07/2017 01:29,31/12/2003 05:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Multiple cross-site scripting (XSS) vulnerabilities in (1) login.php, (2) register.php, (3) post.php, and (4) common.php in Phorum before 3.4.3 allow remote attackers to inject arbitrary web script or HTML via unknown attack vectors.",NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2003-1468,29/07/2017 01:29,31/12/2003 05:00,4.3,200, Information Exposure,"The Web_Links module in PHP-Nuke 6.0 through 6.5 final allows remote attackers to obtain the full web server path via an invalid cid parameter that is non-numeric or null, which leaks the pathname in an error message.",NONE,MEDIUM,NETWORK,NONE,PARTIAL,NONE
CVE-2003-1469,29/07/2017 01:29,31/12/2003 05:00,5,200, Information Exposure,"The default configuration of ColdFusion MX has the ""Enable Robust Exception Information"" option selected, which allows remote attackers to obtain the full path of the web server via a direct request to CFIDE/probe.cfm, which leaks the path in an error message.",NONE,LOW,NETWORK,NONE,NONE,PARTIAL
CVE-2003-1470,29/07/2017 01:29,31/12/2003 05:00,9,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,Buffer overflow in IMAP service in MDaemon 6.7.5 and earlier allows remote authenticated users to cause a denial of service (crash) and execute arbitrary code via a CREATE command with a long mailbox name.,SINGLE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2003-1471,29/07/2017 01:29,31/12/2003 05:00,6.3,20, Improper Input Validation,MDaemon POP server 6.0.7 and earlier allows remote authenticated users to cause a denial of service (crash) via a (1) DELE or (2) UIDL with a negative number.,SINGLE,MEDIUM,NETWORK,COMPLETE,NONE,NONE
CVE-2003-1472,29/07/2017 01:29,31/12/2003 05:00,5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,Buffer overflow in 3D-FTP client 4.0 allows remote FTP servers to cause a denial of service (crash) and possibly execute arbitrary code via a long banner.,NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2003-1473,29/07/2017 01:29,31/12/2003 05:00,4.6,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,"Buffer overflow in LTris 1.0.1 of FreeBSD Ports Collection 2003-02-25 and earlier allows local users to execute arbitrary code with gid ""games"" permission via a long HOME environment variable.",NONE,LOW,LOCAL,PARTIAL,PARTIAL,PARTIAL
CVE-2003-1475,29/07/2017 01:29,31/12/2003 05:00,6.8,287, Improper Authentication,"Netbus 1.5 through 1.7 allows more than one client to be connected at the same time, but only prompts the first connection for authentication, which allows remote attackers to gain access.",NONE,MEDIUM,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2003-1477,29/07/2017 01:29,31/12/2003 05:00,7.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,"MAILsweeper for SMTP 4.3.6 and 4.3.7 allows remote attackers to cause a denial of service (CPU consumption) via a PowerPoint attachment that either (1) is corrupt or (2) contains ""embedded objects.""",NONE,LOW,NETWORK,COMPLETE,NONE,NONE
CVE-2003-1478,29/07/2017 01:29,31/12/2003 05:00,4.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,"Konqueror in KDE 3.0.3 allows remote attackers to cause a denial of service (core dump) via a web page that begins with a ""xFFxFE"" byte sequence and a large number of CRLF sequences, as demonstrated using freeze.htm.",NONE,MEDIUM,NETWORK,PARTIAL,NONE,NONE
CVE-2003-1479,29/07/2017 01:29,31/12/2003 05:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Cross-site scripting (XSS) vulnerability in webcamXP 1.02.432 and 1.02.535 allows remote attackers to inject arbitrary web script or HTML via the message field.,NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2003-1481,29/07/2017 01:29,31/12/2003 05:00,5.8,200, Information Exposure,"CommuniGate Pro 3.1 through 4.0.6 sends the session ID in the referer field for an HTTP request for an image, which allows remote attackers to hijack mail sessions via an e-mail with an IMG tag that references a malicious URL that captures the referer.",NONE,MEDIUM,NETWORK,NONE,PARTIAL,PARTIAL
CVE-2003-1483,29/07/2017 01:29,31/12/2003 05:00,6.4,310, Cryptographic Issues,"FlashFXP 1.4 uses a weak encryption algorithm for user passwords, which allows attackers to decrypt the passwords and gain access.",NONE,LOW,NETWORK,NONE,PARTIAL,PARTIAL
CVE-2003-1484,29/07/2017 01:29,31/12/2003 05:00,4.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,"Microsoft Internet Explorer 6.0 SP1 allows remote attackers to cause a denial of service (crash) by creating a DHTML link that uses the AnchorClick ""A"" object with a blank href attribute.",NONE,MEDIUM,NETWORK,PARTIAL,NONE,NONE
CVE-2003-1486,29/07/2017 01:29,31/12/2003 05:00,5,200, Information Exposure,"Phorum 3.4 through 3.4.2 allows remote attackers to obtain the full path of the web server via an incorrect HTTP request to (1) smileys.php, (2) quick_listrss.php, (3) purge.php, (4) news.php, (5) memberlist.php, (6) forum_listrss.php, (7) forum_list_rdf.php, (8) forum_list.php, or (9) move.php, which leaks the information in an error message.",NONE,LOW,NETWORK,NONE,NONE,PARTIAL
CVE-2003-1487,29/07/2017 01:29,31/12/2003 05:00,10,20, Improper Input Validation,"Multiple ""command injection"" vulnerabilities in Phorum 3.4 through 3.4.2 allow remote attackers to execute arbitrary commands and modify the Phorum configuration files via the (1) UserAdmin program, (2) Edit user profile, or (3) stats program.",NONE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2003-1488,29/07/2017 01:29,31/12/2003 05:00,6.4,20, Improper Input Validation,"The (1) verif_admin.php and (2) check_admin.php scripts in Truegalerie 1.0 allow remote attackers to gain administrator access via a request to admin.php without the connect parameter and with the loggedin parameter set to any value, such as 1.",NONE,LOW,NETWORK,NONE,PARTIAL,PARTIAL
CVE-2003-1490,29/07/2017 01:29,31/12/2003 05:00,7.8,20, Improper Input Validation,"SonicWall Pro running firmware 6.4.0.1 allows remote attackers to cause a denial of service (device reset) via a long HTTP POST to the internal interface, possibly due to a buffer overflow.",NONE,LOW,NETWORK,COMPLETE,NONE,NONE
CVE-2003-1491,29/07/2017 01:29,31/12/2003 05:00,7.5,94, Improper Control of Generation of Code ('Code Injection'),"Kerio Personal Firewall (KPF) 2.1.4 has a default rule to accept incoming packets from DNS (UDP port 53), which allows remote attackers to bypass the firewall filters via packets with a source port of 53.",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2003-1492,29/07/2017 01:29,31/12/2003 05:00,5,59, Improper Link Resolution Before File Access ('Link Following'),Netscape Navigator 7.0.2 and Mozilla allows remote attackers to access cookie information in a different domain via an HTTP request for a domain with an extra . (dot) at the end.,NONE,LOW,NETWORK,NONE,NONE,PARTIAL
CVE-2003-1494,29/07/2017 01:29,31/12/2003 05:00,5,399, Resource Management Errors,Unspecified vulnerability in HP OpenView Network Node Manager (NNM) 6.2 and 6.4 allows remote attackers to cause a denial of service (CPU consumption) via a crafted TCP packet.,NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2003-1495,29/07/2017 01:29,31/12/2003 05:00,10,264, Permissions Privileges and Access Controls,Unspecified vulnerability in the non-SSL web agent in various HP Management Agent products allows local users or remote attackers to gain privileges or cause a denial of service via unknown attack vectors.,NONE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2003-1496,29/07/2017 01:29,31/12/2003 05:00,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,"Unspecified vulnerability in CDE dtmailpr of HP Tru64 4.0F through 5.1B allows local users to gain privileges via unknown attack vectors. NOTE: due to lack of details in the vendor advisory, it is not clear whether this is the same issue as CVE-1999-0840.",NONE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2003-1497,29/07/2017 01:29,31/12/2003 05:00,6.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,Buffer overflow in the system log viewer of Linksys BEFSX41 1.44.3 allows remote attackers to cause a denial of service via an HTTP request with a long Log_Page_Num variable.,SINGLE,MEDIUM,NETWORK,COMPLETE,NONE,NONE
CVE-2003-1498,29/07/2017 01:29,31/12/2003 05:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Cross-site scripting (XSS) vulnerability in search.php for WRENSOFT Zoom Search Engine 2.0 Build 1018 and earlier allows remote attackers to inject arbitrary web script or HTML via the zoom_query parameter.,NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2003-1499,29/07/2017 01:29,31/12/2003 05:00,5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),Directory traversal vulnerability in index.php in Bytehoard 0.7 allows remote attackers to read arbitrary files via a .. (dot dot) in the infolder parameter.,NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2003-1500,29/07/2017 01:29,31/12/2003 05:00,6.8,94, Improper Control of Generation of Code ('Code Injection'),PHP remote file inclusion vulnerability in _functions.php in cpCommerce 0.5f allows remote attackers to execute arbitrary code via the prefix parameter.,NONE,MEDIUM,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2003-1501,29/07/2017 01:29,31/12/2003 05:00,6.4,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),Directory traversal vulnerability in the file upload CGI of Gast Arbeiter 1.3 allows remote attackers to write arbitrary files via a .. (dot dot) in the req_file parameter.,NONE,LOW,NETWORK,NONE,PARTIAL,PARTIAL
CVE-2003-1503,29/07/2017 01:29,31/12/2003 05:00,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,Buffer overflow in AOL Instant Messenger (AIM) 5.2.3292 allows remote attackers to execute arbitrary code via an aim:getfile URL with a long screen name.,NONE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2003-1504,29/07/2017 01:29,31/12/2003 05:00,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),SQL injection vulnerability in variables.php in Goldlink 3.0 allows remote attackers to execute arbitrary SQL commands via the (1) vadmin_login or (2) vadmin_pass cookie in a request to goldlink.php.,NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2003-1506,29/07/2017 01:29,31/12/2003 05:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Cross-site scripting (XSS) vulnerability in dansguardian.pl in Adelix CensorNet 3.0 through 3.2 allows remote attackers to execute arbitrary script as other users by injecting arbitrary HTML or script into the DENIEDURL parameter.,NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2003-1513,29/07/2017 01:29,31/12/2003 05:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Multiple cross-site scripting (XSS) vulnerabilities in example scripts in Caucho Technology Resin 2.0 through 2.1.2 allow remote attackers to inject arbitrary web script or HTML via (1) env.jsp, (2) form.jsp, (3) session.jsp, (4) the move parameter to tictactoe.jsp, or the (5) name or (6) comment fields to guestbook.jsp.",NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2003-1514,29/07/2017 01:29,31/12/2003 05:00,7.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,"eMule 0.29c allows remote attackers to cause a denial of service (crash) via a long password, possibly due to a buffer overflow.",NONE,LOW,NETWORK,COMPLETE,NONE,NONE
CVE-2003-1515,29/07/2017 01:29,31/12/2003 05:00,7.8,264, Permissions Privileges and Access Controls,"Origo ASR-8100 ADSL Router 3.21 has an administration service running on port 254 that does not require a password, which allows remote attackers to cause a denial of service by restoring the factory defaults.",NONE,LOW,NETWORK,COMPLETE,NONE,NONE
CVE-2003-1517,29/07/2017 01:29,31/12/2003 05:00,5,200, Information Exposure,"cart.pl in Dansie shopping cart allows remote attackers to obtain the installation path via an invalid db parameter, which leaks the path in an error message.",NONE,LOW,NETWORK,NONE,NONE,PARTIAL
CVE-2003-1518,29/07/2017 01:29,31/12/2003 05:00,7.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,Adiscon WinSyslog 4.21 SP1 allows remote attackers to cause a denial of service (CPU consumption) via a long syslog message.,NONE,LOW,NETWORK,COMPLETE,NONE,NONE
CVE-2003-1519,29/07/2017 01:29,31/12/2003 05:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Cross-site scripting (XSS) vulnerability in Vivisimo clustering engine allows remote attackers to inject arbitrary web script or HTML via the query parameter to the search program.,NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2003-1522,29/07/2017 01:29,31/12/2003 05:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Cross-site scripting (XSS) vulnerability in PSCS VPOP3 Web Mail server 2.0e and 2.0f allows remote attackers to inject arbitrary web script or HTML via the redirect parameter to the admin/index.html page.,NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2003-1523,29/07/2017 01:29,31/12/2003 05:00,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),"SQL injection vulnerability in the IMAP daemon in dbmail 1.1 allows remote attackers to execute arbitrary SQL commands via the (1) login username, (2) mailbox name, and possibly other attack vectors.",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2003-1524,29/07/2017 01:29,31/12/2003 05:00,6.3,264, Permissions Privileges and Access Controls,"PGPi PGPDisk 6.0.2i does not unmount a PGP partition when the switch user function in Windows XP is used, which could allow local users to access data on another user's PGP partition.",NONE,MEDIUM,LOCAL,NONE,COMPLETE,COMPLETE
CVE-2003-1529,29/07/2017 01:29,31/12/2003 05:00,5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"Directory traversal vulnerability in Seagull Software Systems J Walk application server 3.2C9, and other versions before 3.3c4, allows remote attackers to read arbitrary files via a "".%252e"" (encoded dot dot) in the URL.",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2003-1531,29/07/2017 01:29,31/12/2003 05:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Cross-site scripting (XSS) vulnerability in testcgi.exe in Lilikoi Software Ceilidh 2.70 and earlier allows remote attackers to inject arbitrary web script or HTML via the query string.,NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2003-1536,29/07/2017 01:29,31/12/2003 05:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Multiple cross-site scripting (XSS) vulnerabilities in Codeworx Technologies DCP-Portal 5.3.1 allow remote attackers to inject arbitrary web script or HTML via (1) the q parameter to search.php and (2) the year parameter to calendar.php.,NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
